id,name,url
hankyung,한국경제,https://www.hankyung.com
mk,매일경제,https://www.mk.co.kr
sedaily,서울경제,https://www.sedaily.com
asiae,아시아경제,https://www.asiae.co.kr
edaily,이데일리,https://www.edaily.co.kr
mt,머니투데이,https://www.mt.co.kr
fnnews,파이낸셜뉴스,https://www.fnnews.com
herald,헤럴드경제,https://biz.heraldcorp.com
ajunews,아주경제,https://www.ajunews.com
